,Florida,California,Texas,New York,Virginia,Washington,Michigan,Colorado,New Jersey,Massachusetts,Connecticut,Utah,Ohio,Alabama,the District of Columbia,Arizona,Pennsylvania,North Carolina,Illinois,Nevada,Georgia,Maryland,Montana,New Hampshire,South Carolina,Minnesota,Louisiana,Arkansas,Iowa,Rhode Island,Hawaii,Indiana,Wyoming,New Mexico,Missouri,Maine,Tennessee,Idaho,Vermont,Oregon,Mississippi,West Virginia,Kansas,Kentucky,South Dakota,Delaware,Wisconsin,North Dakota,Nebraska,Oklahoma,Alaska
2021-12-01,328519.92896529427,691406.9955660469,276288.6670409599,406170.56862296973,335423.7356598901,537084.6450321468,207720.22017246732,510882.79103555594,428395.91240408394,516853.0528166878,311370.1850224652,485466.5910319923,186186.39629411712,205930.23561169274,624375.0189604978,407474.16042473615,229676.21414187562,278330.2143979071,224846.59299668475,401064.31411170703,282553.2825395244,376624.7749206456,386707.67014002916,368880.72617201874,251509.37671478614,302563.35182703374,210653.02930620764,190114.0940207251,185723.60876651658,374085.89585314033,740265.4429176175,200455.3191341932,297138.03700702335,255021.34226169647,211020.03024529023,317855.92669820884,276184.2573951762,454985.47974518145,329858.6929155225,467091.7109619873,177411.56378223773,141030.03127225212,189191.64057309844,185668.35662625765,260204.87828890933,333030.061800808,250861.22322393014,241869.5986829543,218519.33288218128,178357.85604327553,340663.8279099929
2022-01-01,335542.14238873014,701384.5084000672,281163.68370820506,409298.50825323677,339237.2546774186,545092.9311043312,209827.36275243075,518437.6455443828,432269.8886001388,521970.2274666326,314977.35839386587,492895.51868634316,188206.01990156109,208307.98354825817,625267.8107251647,413588.57120468636,232015.25718210384,282924.89621819096,227319.42155770608,407911.44144132757,288691.14332152053,379553.78005782235,393794.7674028547,374103.31017526245,255643.84582220225,305245.22296695324,212328.6487637489,192451.496079838,187588.4450006456,378027.4020309495,755050.2440451522,203111.78026948046,300414.9489607977,258361.67889227546,213811.9438599567,321857.51437576,281608.33184416435,459725.8098826452,333909.1435449017,472235.45543851884,179265.09257985497,142994.28934073495,191480.119848075,187777.0711325405,264340.12158913194,337179.8413246874,252964.39192048134,243929.38442251025,220975.20462941763,180933.3065460424,341950.9714254916
2022-02-01,343709.85739257204,714187.855699868,286616.0434448987,413090.6006297618,343627.7693252314,556353.8148174294,213077.543112047,528135.0235335176,436842.5653163865,530053.4060359988,320133.5161826983,502651.185869853,191150.82980189528,210647.84240082544,629468.1712590609,420543.3646484712,235446.62153998882,288529.4268774798,230740.3514761019,416057.9415117215,295509.98486116726,383177.00537325116,401537.37713249255,382093.24408383924,260377.4106128084,308734.25639075815,213945.1444037175,194629.06558070806,189835.9074789111,384019.8082836235,774634.0828734889,206578.86725316732,303495.0248840687,262721.07388544286,217383.57000068043,327445.92833124497,287773.08250508487,465839.3405231338,338720.99912052735,478897.1900656978,180187.10894822943,145185.64608742445,194186.22573849055,190259.61580937068,268918.0275840366,342131.1749648534,255715.89987909634,245757.27700688178,224462.72588476478,183768.0753927161,342960.0996364709
2022-03-01,353350.3822088437,729626.6339594271,292781.368541956,418151.6944103463,348617.6986787029,570543.8943049764,217178.81607960025,540190.2273228326,442670.7220242245,540928.3600860328,326321.57225953735,514633.96328150184,194730.88086672287,213172.72990787993,637607.3336372966,429133.8998616175,239740.20273881336,295277.6816565387,234854.58277478057,426072.1252595925,302636.09897896013,387666.9532546073,410792.4912228131,392556.1091319539,265752.9505526007,313102.44664247124,215842.5942760095,196617.62489835682,192578.4544731566,391873.6215917387,798810.2246622504,210575.57269145793,307127.2154892659,268014.4010805707,221602.19185405714,334692.02080828696,293983.42658059293,473349.1515969013,344369.19348354393,487134.8450685637,180966.62362897125,147647.07351296794,197371.04917531591,193016.17216652297,274078.5268235761,347941.1141343003,259037.65225886204,247634.01411939925,228888.4837464605,186848.04826689055,344334.5966138125
2022-04-01,363488.2904356623,743666.3259306679,298763.12867954787,423330.1427962175,353429.2664378385,584088.0046120875,221148.98384837984,552056.2432708967,448700.06605146296,551089.9344854953,332138.42910112673,526532.0008724149,198068.83731805466,215919.09358366556,645197.5897625025,438784.5168691615,243631.77089877054,302144.2675418212,238701.8272161367,436309.71462065773,309055.86080785765,392157.5436971747,420566.38521453104,402917.44204036816,271235.04343326646,317529.4073709377,217633.25495809675,198590.42074278335,195283.441900327,399580.6006146581,818444.6617113779,214313.02974453566,310475.96859520307,273117.1546739987,225623.94722918354,342516.6218860384,299993.20716872613,481435.5857900631,350359.08394740307,495423.679275773,181814.68956972728,149500.9545290415,200338.90676451332,195595.58107168906,279173.5718148041,353700.0507577169,263011.39333562134,249673.94403782333,233213.1582639816,189493.0552831992,346599.7611274377
2022-05-01,373204.3737235863,754249.1935017196,304261.3306489683,428056.5725799705,357855.98319226643,594365.1856359482,224161.3626461268,561714.782266741,454810.9397061849,559794.7722316572,337486.5034981636,536251.9355223186,200787.8471962863,218385.95631882432,649796.8330407989,448355.02795848745,246638.12951447177,308541.9716995069,241289.00493917812,445542.4376902771,314519.5732725431,396343.30178951466,429683.39713541465,411577.1645991053,276436.5701785909,321351.617179441,219115.70377324303,200284.0175778008,198004.45869050294,406400.79078092106,833611.7933693347,217201.78640463937,313756.7419965985,277269.1040163031,228887.46616359788,349643.49699027993,304938.57142354816,487993.96016206517,355896.0264623496,502438.4331706202,182791.71861291534,150915.9018601786,203043.52616536047,197818.96922787014,283802.732111342,358659.41353967955,266872.5865111205,251882.1678812952,236755.27347029085,191704.53495909614,349944.9861548006
2022-06-01,381840.77452071494,759875.9246137873,309060.31593419384,432578.9191304559,361590.5041369698,599409.4927719423,226452.30166606876,567597.4552575437,459938.6899118616,566271.1901026248,342042.6213610919,541788.5883739133,203288.05980786018,220908.0384574119,650051.198501415,456358.59137066803,248985.54084624714,314233.68033867655,243046.08670847444,452792.00876504526,319286.31615164055,399336.934725558,436808.4414394461,417953.39560477127,281333.156560576,324208.8360860553,220550.37827712894,201969.4224739994,200425.3580924607,411953.35182696563,842849.392154208,219700.3218679266,317028.76104443654,280781.2701169014,231707.2971506281,355277.7790805536,309455.9473527265,492051.5388693977,360825.79670517816,506900.83645359887,184384.40652348506,152284.5253771932,205444.42730939706,200112.81972305442,287589.075957537,362440.7040009429,270214.68836041784,254215.275678687,239475.33404931347,193815.12872514574,352953.388657531
2022-07-01,387700.67024032696,760183.4319465937,311978.326573072,435629.24398403405,363450.1351913147,597732.1165893757,227016.58242096638,568201.0941246421,462816.76302438806,569271.7716144958,344924.3137358628,541278.2253873859,204685.5903050114,222372.60662499364,646361.3791230096,460408.0557697676,249888.33493582928,317808.24626792496,243406.36075264963,456361.6513281671,322140.84590257466,400013.1546222228,439216.5848355395,420808.38178147626,284709.06976008794,324760.90760538174,221254.41466191597,202876.56454568906,201911.18624967444,414714.90757962316,846421.1164688744,220920.31294046412,319412.1209423792,283010.73494849924,233250.91884409913,357702.0431910576,312063.7176082208,491327.182145651,363273.78263276647,506866.86883173726,185778.76218907526,152908.50183789307,207062.02436676645,201703.96891149704,289641.5925216083,363808.54151374666,271596.253693152,255386.80163904245,240789.82695775502,195434.06082798913,354989.9089614116
2022-08-01,390666.72856123024,755544.7271904532,312894.3656045356,436542.96378311113,363587.4330572284,591124.8140699258,226364.0706846565,564384.0948738401,462967.8336261986,568244.1661131025,345592.2287366514,535959.4355721262,205173.39723973523,223208.93974221553,639997.2769715706,459521.6790974631,249677.54983636842,319264.0374073759,242934.5422485095,455724.8351133884,323234.7150443679,398519.8283750757,437833.9357709273,420911.39578524505,286471.4875224932,323474.78815076,221068.1493680895,203300.42356848356,202342.471385323,414354.5333145416,844223.3604073176,221147.7735936851,320596.15443080623,283797.5579371054,233565.35919710514,357033.97509562265,312930.2427815461,486534.11526955705,363320.3911861912,503010.75517063425,186625.08958213005,152981.22935540756,207798.80645921035,202462.96497107102,290057.2964871305,363827.27095234,271413.4686655106,255947.28403921335,240896.35020244188,196413.19006136977,355929.7876784639
2022-09-01,391045.9950235353,748125.79634714,312219.05211766536,434995.8525241798,362381.683342844,582292.7192764546,224853.39815273273,558284.5194390839,461385.9474890631,564163.2194773807,344835.4584336675,528199.9737930485,204785.02000556755,223078.63105904692,631896.6150184488,454270.9252862997,248714.09685043924,318913.76999161154,241653.4163544517,451088.6975367801,322778.87628434104,395896.52267830307,433677.4027078079,419518.23046769015,286615.93564771186,321091.2333635122,219628.66055966864,203107.91927084117,202160.7360140027,412104.45596298,838750.5070345107,220491.05425172826,320489.76200606185,283144.9410775401,232733.15767015246,354659.8422398506,312199.64585044293,478956.5312585758,361857.6862767581,497119.6944959306,186381.97861332362,152470.54419030968,207762.6895360056,202350.69941590514,289259.85538279644,362675.801494642,270525.51020229567,255577.90248244946,240163.68447886696,196781.56255795146,355485.4893566971
2022-10-01,390561.37121983105,741446.9451371407,311253.47778720054,433191.57155424875,361554.6988834048,575624.9480714941,223835.39416227944,553356.0212789214,460239.14873270295,560684.1700526173,344214.23604614876,521565.1869485402,204512.13015063643,222751.2527997071,625947.8308161675,447753.9781732883,248414.27260360753,318307.2837435495,240795.59851616833,445132.3287235378,322023.97915437905,394207.96245781187,430115.1168591887,418770.1469461304,286575.263597275,319454.16210046253,218068.59022957695,202912.69440694738,202242.20162633725,410659.14153371495,834111.798951954,220007.88982107383,320826.3576752126,282418.49432454025,232011.87497809902,352658.3747061261,311009.71303645597,471797.81296435354,360688.4406466484,492561.9095084904,185533.4561433237,152269.86724989128,207900.84725302862,202427.52291185304,288902.2070621949,362165.4839896749,269945.68156020343,255664.5437432912,239858.74993539663,197170.5707609389,354714.1376966105
2022-11-01,389851.79804018745,736198.3020864233,310234.9529176356,431656.8826511866,361315.49195248046,571133.4694090688,223086.08337042853,549559.1854726948,459713.77225892263,558721.7856067632,344520.0271483926,516197.16657244833,204429.5154966153,222202.25184316887,621522.251710352,440685.2686049949,248614.07476174677,317599.45926078496,240315.71251060095,438481.80964075355,321094.36136837286,393321.07258489047,427275.0137539827,419072.97000542545,286470.0904634013,318432.8792990816,216641.87280329,202620.87330151748,202528.4694432749,410427.6097757818,831064.568762557,219873.11014828636,321517.2003670438,281938.21970691445,231599.0868422972,351707.78695121367,309745.17713060445,465040.7961785491,360330.8359021982,489152.2531615025,184519.6595295577,152079.7217210245,208294.6576346885,202817.0371684907,288862.6128740524,361852.38114493474,269934.2017053554,255952.69310199504,240122.58315815323,197768.52431716226,353805.66627219575
2022-12-01,389002.2502097338,731699.2742173126,308926.213876505,430095.61658168415,361440.1648201081,567763.9211162584,222550.2942123344,546335.1462887754,459994.58786946133,558227.6504642036,345144.2931828147,511907.27360560227,204320.9795906426,221701.85596619963,618495.1547847774,433737.92006603925,248823.2816837878,316685.7781310982,240054.92086168923,432280.4657165578,319957.8279800008,393177.8884609933,424782.46488217806,419704.90927957575,286234.5392509277,317580.93462762766,215362.38283658298,202235.63438325352,202635.27702220654,410621.0713982231,828557.0000892367,219954.75341221844,321985.9918293894,281862.9487462432,231429.81873800384,351814.694337066,308508.8505755724,458777.8965793187,360162.80515159265,486245.49850448436,183476.2626167412,152303.52875323707,208817.6779922274,203284.3759879838,288965.1503532757,362168.7771706782,270258.7992042236,256010.91492501923,240817.4543454755,198128.16809279958,353188.7545913677
2023-01-01,387648.9360749747,724699.7397495336,307199.417167281,428461.5282682525,361453.34392505954,563370.7399426282,222151.81623929436,542720.6817304925,461353.66291672393,557357.2470117119,345419.74498756137,508107.76422942476,203692.48864346134,221274.70514980252,615613.4085462851,426796.912926604,248640.73368612098,315282.6036003712,239539.9351092705,426163.0879381431,318617.91809859517,393544.97274919576,420924.28054644546,419712.31372141215,285623.9077744859,316665.43242642493,214497.5773867599,201653.91085935026,202172.09777154317,410109.3249030819,823972.1759725399,219770.1016494816,321641.5717447373,281719.89064926014,231068.5598547953,352239.1369918571,307295.14913334465,452833.7868862723,361344.2598320294,482912.0088546526,182163.78682967767,152034.6141758155,209017.24485633915,203234.55016641322,288588.7343275369,362567.9569214902,271643.63216632366,255104.62797169635,240990.70020722548,197932.73281186816,352305.3800142291
2023-02-01,386502.9849174018,717503.659613948,305557.3256963733,427103.9322022809,361714.90054609044,559731.4653118011,222157.5048471125,539589.7568808015,462748.46411321167,556678.3478372425,346208.364128833,505194.25527144875,203328.8110512156,221036.86472392618,613564.2353604881,421369.66542008985,248248.7781816096,314268.5208742812,239315.99972657696,421153.8732231685,317740.54661365063,394420.59432771703,417185.6594052964,420182.1088529725,285073.06451932015,316176.42951486446,213869.23060413296,201394.81289682075,201700.86571396596,410130.8634993387,818912.0992956209,219883.03667379558,321115.2225049768,281917.5600700308,230963.31756931872,353231.1262827615,306964.59559657105,448116.58967690385,362385.5941638248,480289.2385096327,180901.87237513615,151737.1949495042,209004.359880481,203221.10241727557,288078.4165413089,363330.0902906025,273366.2343022726,253812.0035426366,241372.04870386457,197668.31713813776,351618.221583912
2023-03-01,386036.8969722404,712210.2437658604,304461.32757465396,427196.83647309034,362576.85556972324,557466.586348856,222749.26968957382,536947.9903906852,465408.1766893729,557229.218868995,347896.8126220766,503082.3856172492,203590.6543795629,221401.39206997716,611801.384559227,418161.8730134073,248403.7880839371,314232.5874838433,239709.2650415293,417468.9230449544,317851.4574499381,395762.87518681755,415168.41238907375,421516.69083806634,285184.0362783612,316432.85933956434,214252.98601853583,201874.01628110083,201821.1231085452,411393.66609254683,815295.190912522,220387.14743374765,321172.1850893039,282612.96086179215,231482.18874377862,354963.4217022835,307643.5347591121,444701.2776986019,364563.9232612319,478957.61714404897,179907.97991004947,151599.2403391717,209347.33173262747,203715.90041214795,288493.50518631464,364515.5974101858,275916.6816323247,253245.8590754102,242178.12552236268,197876.74374496855,351231.27184385207
2023-04-01,386484.0732745906,711627.1479539378,304083.11980794615,428668.5104173867,364398.6886762764,557403.3098095999,223880.87975883138,535544.7786457743,469064.95417634904,560555.5870494613,350964.95158283267,501822.33915953356,204910.6290114403,222462.286969983,610590.0186557757,417062.6744014342,249222.5221692572,315276.2973716158,241054.1218571593,415374.07144166954,318792.2818254043,397505.2473680884,416635.05246308557,424446.06439730455,286008.01010873826,317379.61436524644,214729.78863464258,203101.9037679498,202845.48080149895,414698.0145894228,816702.5002169079,221787.5802233309,322087.1662479768,284218.2213088079,232983.61300800394,358254.69295072486,309306.36437797034,442974.38170770224,366779.44693538017,479296.6794689376,180269.43375888342,152100.00279164818,210379.18570462885,204979.98778064738,289649.8422241768,366009.5034172372,278664.4076202317,253765.22994533475,243932.90421320777,198752.5489823022,351432.8151275911
2023-05-01,387542.1447352439,714596.9952849861,304409.9001088603,431077.132033223,366990.8869118602,558681.1736991539,225524.0747109068,535422.4428204093,474306.71442246035,565844.7512217761,354392.88095990376,501533.28485954646,206806.02743470087,224047.11424807904,609742.9428310642,417651.3207139228,250760.61046919334,316907.77972754696,242911.56034792235,414548.45716649754,320328.5784535974,399873.0339514076,420236.39856429416,427996.57905108575,287341.02691957477,318732.3692553756,215142.12051384686,204756.18707143076,204343.59018718812,418949.0864406151,819721.7314848616,223480.6190947051,323769.3991755728,286288.18895150645,234879.89157718376,362305.0814018435,311117.5693900775,442577.959738157,370073.6068175713,480835.8438290977,181462.82795334153,153388.8452633832,211973.12280358226,206717.5423103189,291154.7506052221,367727.9739937557,281586.1428163107,254820.98761844682,246010.4986890274,199978.6344849801,352115.1023193889
2023-06-01,389224.8599946701,719797.8152922806,305257.77343656664,433908.00414417684,369982.65944271954,561118.7985882042,227198.58586810183,536867.4995190062,479384.90527462895,571921.1855290247,358347.8128968268,502590.7855720874,208930.0795260975,225453.3419462392,610168.3429420873,419410.1263468081,252584.22430547434,318841.22047096555,245037.2252803312,415091.90884247323,322052.4347073763,402513.73247593554,424350.48166411015,432163.0522308654,289058.03245675866,320297.5853363284,214729.70764228716,206146.11975441733,205881.9527711197,423505.50550106546,822890.6206056449,225360.47179381739,325764.92026522633,288261.199513929,236773.0884171653,366683.58475968294,313150.39150011865,443424.2680208758,372792.19130700873,483149.5487249825,182696.6013395685,154749.1236459385,213682.357449569,208157.6661696668,292220.76085549576,369620.0152610003,283619.4301610787,255988.08679822218,248129.9608618794,201133.90853074673,353739.236687322
2023-07-01,390936.13994144433,726808.564079079,306021.360732928,436909.773892622,372654.47747216304,564033.4465996384,228500.79644918488,538976.0214977171,483475.357742442,577737.0417246582,362883.30998295755,504254.2058840129,210860.6948407175,226141.53446122745,611492.157462873,421839.18589756853,254358.54964744105,320657.6831153613,247024.8422509083,416607.5585673649,323782.97641289426,404553.35169777734,427710.73254740937,436413.02348278975,290466.2166031615,321616.1471563331,213801.67771292897,206887.34174801514,207042.28342075288,427825.1831567245,824854.541678714,226862.76667492892,327406.18234495405,289892.2262941969,238239.53553346483,370257.9863271015,314792.15079574106,444556.25529262546,374612.6212544914,485278.78761839814,183434.3913791407,155866.17800106303,215110.12090266225,209023.16550731883,292562.5635491503,371473.91230744164,284691.3461708448,256488.63795227255,249814.6823102005,201935.13173716524,355209.5466706834
2023-08-01,392632.0005267171,734741.517746443,306613.9133741276,439960.5100409828,374906.56480069674,567109.1139031312,229674.83200371862,541267.3510295743,486943.9299443618,583432.9418189712,367852.5615258717,506029.65206625144,212394.86986309968,226193.2250333917,612979.3350556808,424475.56811910187,256058.83864264018,322443.3144796511,248979.61857643467,419119.19928254397,325498.6761481245,406069.77610506234,430264.27005952876,441013.41970744793,291711.8143620858,322692.92900033033,212701.2735441594,206888.19403388278,207857.3692753497,431630.9482660825,827113.0251933452,228062.5674828478,329016.0899504414,291436.1265689824,239531.4898810036,373507.42677725526,316394.17707167123,446222.5229124132,377142.0294121681,487036.3079954235,183681.77560237065,156512.31023709918,216376.17158258962,209367.0847269832,292727.7173807804,373268.5801076863,285868.6369502149,256748.34758419264,251058.22180648567,202354.28793788582,356531.44637085433
2023-09-01,393811.37367794616,742322.2863778071,306652.682580027,442549.41653982544,376745.57985731546,569445.2561111884,230587.15466550307,543147.9021132962,489932.41075522284,588555.3936549247,372403.06559238984,507189.1599220108,213538.01166108402,225983.946442005,613522.6035877707,426667.41808595165,257385.44156040516,323909.000188994,250474.68838814987,421526.63414138666,326996.9511432242,406856.77082058246,432114.96213546785,445433.65117548377,292584.8536929766,323447.33725352655,211604.91512998156,206825.623551811,208294.75062853793,434690.0688547957,829303.5645732876,228864.36092079882,330320.35832807864,292773.5959468981,240484.97888336665,376392.9218524911,317657.0751218973,447570.6384916488,379832.324796264,487871.1074520087,183789.22260833383,156616.3646176609,217359.57061063297,209835.08691215116,292557.5649388006,375117.8993180161,287168.65045151056,256194.13419949473,251639.11195641608,202588.98912114385,356747.68045070843
2023-10-01,394879.97131335695,748486.3619405773,306417.3745677779,444384.65571357287,378094.8423926469,571097.9519924951,231313.36272487525,544333.637278505,492816.6915204275,592873.9410060806,375863.1243665412,508688.6944694435,214342.53856511446,225800.48676039968,612675.5405854349,428490.8760463987,258283.64149866987,325056.44633036875,251677.39331855765,423746.6525404826,328223.5143440001,407342.5109066516,433202.8672077485,449036.9718542442,293385.98928362597,323589.0516778533,210621.09386434965,206867.26565630888,208608.17892862263,437257.50710230647,828929.3507867524,229298.08656161814,331570.0255584,293928.00368553813,241073.30927861834,378815.6581534571,318713.4735274741,449003.8375343208,381716.4489691647,488183.15148473455,183612.89915066145,156566.92193419184,217979.01881848378,210502.03759244177,292292.0904998299,376575.1180892252,287948.63396741665,255296.8541003598,251774.30680310258,203042.66387316267,356322.2693813163
2023-11-01,395816.9017322189,752897.4229240986,305917.98956122395,445917.27142931294,379125.4069576452,571974.645904543,231746.24121200122,544642.8233744818,495648.5075155873,596184.7868415586,378435.0812756365,509755.0871735032,214963.12870341193,225843.1777726748,610394.1818477641,429848.512685526,258823.33347967654,326037.9590843476,252528.47394424057,425707.36330954096,329127.94358924706,407351.6822966488,433546.0925290696,451146.0444514577,294149.21530125005,323501.7527098689,209804.45649905075,207124.4982826802,208790.98729180393,439237.3611379452,828428.275201999,229417.69813495548,331966.3601695779,294797.379754341,241260.58589456975,380401.19235178566,319555.1054670336,449451.06637522794,382352.39416947146,487861.66866926634,182947.18530893544,156679.53980723475,218122.77917602603,211319.09800563066,292159.9778796668,378175.8139058116,288186.5093627532,254195.5046291844,251806.54918342046,203656.4909307825,355383.2260261588
2023-12-01,396653.0894979729,755705.8336755963,305301.1458862994,447595.59012945805,379890.2995737695,572474.3367576306,232003.4841528822,544442.075602483,498334.71236884076,598730.2456474475,380568.61374158255,510204.2905162743,215391.19532002206,225775.00087897308,607760.8828902572,430533.0387046288,259265.58386873544,326536.7886529149,253163.09136211275,427604.5677099977,329721.4906808073,407368.8017098824,433393.68916536,452344.2870950429,294665.7821051527,323110.0224531048,209112.6551610503,207256.04556362817,208885.35496705215,441268.66621629865,827719.5415382743,229388.4112580075,331618.6524042829,295337.13124046434,241277.14311227962,381226.1626290337,319972.51138769137,449396.5330285074,381739.3276412364,487504.4130202828,182476.8086789823,156916.87391388198,217878.76075871577,211956.6088380865,291773.61869000277,379218.5814767815,287902.2096628082,252853.94477064212,251936.9103285669,204298.57606775724,354474.9428698087
2024-01-01,397362.32305124897,756238.0797213897,305098.43698850967,449374.36729686824,380501.1966760003,572931.5160655662,232336.09361453968,544021.462026954,500844.6580083489,600366.4656556378,382418.14615108515,509779.0806121933,215802.75041962415,225501.48867320447,605098.9357467645,430812.8486564869,259774.3478291286,326824.6689946323,253626.72140635023,429210.05310497555,330164.8316868282,407440.6229353643,433864.97128352517,453090.64389758656,294997.5480141772,322854.68976427696,208182.08330823077,207223.18272654075,208928.18725582203,442557.1717211722,827975.221167971,229873.07578389134,331108.0519926311,295840.4470040595,241443.67543304432,381536.9235988232,320076.609604334,448867.33132995735,381010.44275262445,487266.9307504438,182157.32187194237,157120.84837511784,217747.8205137869,212128.14271510814,291983.6135618267,379659.40795568976,287918.7947120354,252145.77540734402,252464.24049965767,204667.9378312151,354685.9618417238
2024-02-01,398093.7117680588,756085.0637594332,305363.6162105026,451571.09838553146,381564.2431178613,574012.5310133225,233246.7667045122,544112.7893623715,504381.908700279,602365.8726458838,384713.0639782408,509922.61821850523,216582.0323771884,225417.0446611455,604159.8013803285,431345.38997927104,260607.29156713668,327240.1388602384,254659.8406567908,430959.22613807936,330844.4853904467,408469.98668627575,435756.41071442765,454872.2279824645,295554.0685342104,323077.49472020526,207937.54747989206,207566.26621765748,209353.87124510077,444107.9650061451,827857.3051255005,230891.87255870132,331355.28876640176,296448.01067591424,242107.46007682817,382473.4772004786,320452.3903415916,449444.3735583364,380528.66658593086,487451.47232423216,182490.10899550386,157633.30074634068,218265.73719373267,212473.8950125707,292923.7514505587,379533.26145303436,288814.1258576094,252256.23794269472,253340.10593614366,205095.37873264484,355656.1737847892
2024-03-01,398962.2645746492,757569.2317671077,306249.9197323974,454526.41197740403,383648.8124440559,576634.4160505692,235071.91772412838,544847.0628420316,509284.21573647205,605956.9488154502,387976.4165558433,511241.0841634022,218126.99907745185,226158.80488927927,604381.3576097917,432644.8666629249,261933.98115849425,328595.53692033526,256533.0881955496,432958.4320908355,332173.7382599741,410787.2817802964,438367.0167713158,458163.7721680828,296708.1291510993,324227.58581249416,208249.96745143528,208603.331928427,210534.6803375377,446769.8825067585,830500.3554804238,232629.0529277753,332544.1698166295,297995.0741966844,243248.81602750355,384537.84910056606,321799.5850793946,451173.4422450803,381685.0393195722,488384.47128875577,183544.52028702266,158885.2110253237,219742.9373332245,213367.8740318738,294937.2066811119,380207.9870223249,291159.3052768514,253655.59119824562,254732.8904314527,205802.78925050294,357187.78010968585
2024-04-01,399645.9497832505,761435.0462702882,307119.62503015593,458138.83673364617,386473.68381647556,580118.8375438886,237314.15258483667,546175.2024186717,514859.7643382223,610934.365339355,391604.27251397836,512786.5837365621,220108.69533780543,227519.40889794825,604906.4253188028,434235.40276451316,263607.35632127174,330388.14994512126,258951.31435945348,435569.8780745669,333829.993295941,413757.91950307996,440713.5916330046,462547.5413076444,298192.3615311482,325650.0789702447,209204.43362034168,210173.35147761097,212183.1871473856,450696.3429152199,835620.5615091914,234441.89380889398,334104.11752805876,299799.41273593233,244628.28314423375,387335.37933359714,323796.82971491147,453238.1959087806,384167.9973907864,489469.88570085866,184989.21765344296,160531.82527515487,221619.14499336245,215228.69547838348,296882.0455482095,381813.6092864498,294315.9814014376,255492.3453320002,256135.75587143915,206843.61612647338,358284.075433653
2024-05-01,399771.1186548059,765929.478883725,307456.02648293343,461459.1904788216,389013.4907374419,583260.9027851096,238923.2404581461,546966.2013877003,519159.245042514,615396.5572052905,394663.1703987936,513647.8213407507,221899.41277921724,228800.98864252292,604085.8903539233,435496.84443732677,265097.5652103151,332055.81160537817,260715.11532531548,438132.31016398774,335183.11461620947,416011.075021106,441554.01881098625,466255.5095550889,299404.82033172535,326434.134607762,209779.34027397865,211508.84884953065,213721.54850246737,454873.1741508982,840348.7308927852,235935.8759289373,335417.100744664,301270.1461577688,245596.16507517057,389520.7371735975,325750.5262826061,454547.48636588926,386365.31691407785,490382.52739129186,186093.1538600057,162091.45475700006,223325.38809944116,216906.16171999462,298029.08616313734,383232.35367664864,296571.4314138835,256981.90144635792,257183.3646873836,207670.51579259385,359164.1798584533
2024-06-01,398981.0403968501,768404.8857078777,307220.89397861814,464129.0359816742,390537.1316211933,584595.9167605442,239867.6031545394,546774.1981136029,522112.22506212303,618111.046984887,396537.3073924498,513309.1064713408,223108.69557133943,229341.0239997464,601043.5842044431,435757.1943234924,265984.6547190803,332734.9437172907,261827.4117078268,440244.3016200741,335794.0301829148,416666.1980734781,441532.0994193021,468553.7189160055,300014.8702787995,326264.56697297416,209686.41659214534,212364.86547893574,214586.52376533832,457943.8516538144,841317.6879680672,236781.08451477264,336146.7890431814,301726.57663964486,246207.77358377315,390293.8774373761,326754.3660871657,454871.8488397828,387760.22902374546,490472.1186652719,186353.8283689255,163203.80590109056,224636.2847585429,218118.70203972343,298314.60668084584,383500.40065514133,298109.97780214174,258162.57353114602,257574.1584837465,208169.80835921926,359721.0674366332
2024-07-01,397919.0271438998,770403.8979664141,306651.81950211705,466625.1791771177,391454.4725419016,585141.9535868224,240163.85920043816,546472.4275068049,524686.9210124244,620020.296824427,398026.17395269155,512418.99967779167,223913.4761461901,229415.99380656084,598033.579276727,435384.31033828884,266322.9787962851,332883.78165040765,262464.8333696999,442000.4323469775,336021.04471770773,416418.6653287195,441396.0668307826,469965.9801357622,300285.3472679493,325919.07530311984,209135.23825512864,212805.55334616816,214846.9258022195,460701.32748880464,840440.3102289177,237193.08537197343,336647.16560619924,301859.1198816235,246684.03190442492,390464.9094061849,327142.6029439398,455092.78765246255,387422.8042886038,490552.92505773477,185950.9861604087,164137.83529323776,225749.0560795568,218622.5435899025,298259.7542497483,383090.4994022969,298972.32453491335,259146.04151122388,257766.3567430825,208396.1815381865,359901.0020981626
2024-08-01,396897.6906978798,772175.3448224379,306230.4512180295,469679.43618049443,392383.36051148066,585649.506244361,240453.41346149382,546620.3974304551,527776.6523994891,622121.3085547788,399529.2352217362,511849.91707967734,224487.96650586723,229275.21145226012,595346.3769795365,434575.21400809725,266573.51661435247,332680.907808923,263272.16087850236,443540.3157030426,336211.45018885424,416216.65811896016,442346.58735907986,471900.56024375075,300397.29703234014,326094.7258431514,208260.5793295307,213203.07748112595,214954.0919901526,463470.1326080058,840208.0915683958,237565.39778319164,338007.43045492977,302167.9906501565,247296.1513495989,390959.44177585485,326912.59935289406,455743.72416361654,387009.1890137678,490710.8565486486,185379.2713855666,164708.69488717575,226910.80872426063,218967.19009417805,298495.29713960126,383191.69706018426,299891.4929542234,260023.30646241747,257998.2334509735,208789.49189289822,359983.8561309436
